Gene_ID,Ex.Control_1,Ex.Control_2,Ex.Control_3,Ex.KO_1,Ex.KO_2,Ex.KO_3,In.Control_1,In.Control_2,In.Control_3,In.KO_1,In.KO_2,In.KO_3
ENSMUSG00000033933,1075.7384,1209.7415,1286.847,1505.4927,1649.8993,2148.7107,41,76,72,50,50,69
ENSMUSG00000060538,1714.6173,1632.2013,1657.4023,1856.9966,2014.1572,2059.6858,814,1058,747,793,593,571
ENSMUSG00000036199,3274.2207,2613.3672,2857.9568,3587.667,3692.9692,4380.7524,259,304,287,208,216,275
ENSMUSG00000025393,21890.582,23154.531,27377.176,31909.867,31361.084,35047.145,168,175,194,158,147,156
ENSMUSG00000038349,66,66.24503,44,98.59603,78.8,108,1662,1586,1979,1488,1944,1815
ENSMUSG00000024785,571.83527,675.12396,629.7564,869.7615,897.50116,1050.6809,100,140,237,154,159,117
ENSMUSG00000020156,1936.7186,1987.6819,1853.4539,1961.0804,1983.5255,1921.3809,60,54,43,18,52,33
ENSMUSG00000036882,414.36243,655.8704,630.09076,776.17975,553.19366,753.9117,72,122,86,75,73,67
ENSMUSG00000003099,2420.5051,2842.9902,3117.4211,3828.9377,3628.0588,4063.9507,149,175,213,136,178,147
ENSMUSG00000037225,234.71489,470.85443,434.60968,551.0187,586.09106,508.91788,518,1248,1083,876,769,872
ENSMUSG00000024645,484.5951,356.8994,360.06018,436.7736,560.48083,602.63873,190,183,191,128,190,149
ENSMUSG00000039703,3586.2986,4724.9097,5681.3677,5536.6694,5541.8984,6326.256,411,700,964,547,491,528
ENSMUSG00000027742,3601.771,4131.4487,4545.9307,3776.7751,3945.6396,3920.0908,241,471,442,221,257,188
ENSMUSG00000034525,1773.3503,2697.4753,2914.7551,2674.9646,2734.1104,2956.3694,273,383,555,254,309,283
ENSMUSG00000021097,149.96355,250.94235,380.2832,628.85956,577.90216,903.0003,23,39,63,61,65,81
ENSMUSG00000021709,2889.193,5108.228,6113.823,5121.1626,5698.884,5967.576,486,896,1093,561,657,595
ENSMUSG00000025612,1660.8572,2519.5376,3163.8245,2570.4307,2698.621,2127.5222,169,453,547,319,259,135
ENSMUSG00000053693,861.8957,1150.5658,1389.4254,1889.3192,1598.1028,1838.5056,532,478,558,522,519,558
ENSMUSG00000036292,913.13385,1024.1515,1137.5658,1335.3243,1446.3671,1429.5481,73,195,174,114,124,123
ENSMUSG00000029868,7.6637087,11.625731,28.24581,97.58232,89.47908,129.2922,4,6,11,39,21,28
ENSMUSG00000006998,7477.549,8874.348,11244.679,11158.186,11101.649,13380.99,228,286,400,191,266,273
ENSMUSG00000056536,641.86755,1264.3513,1306.9896,1022.44867,1135.6492,1223.427,191,365,494,238,243,194
ENSMUSG00000039263,5626.2534,5790.8345,6012.9355,6934.87,6417.2134,7977.333,1254,1864,2171,1314,1293,1320
ENSMUSG00000025170,182.32043,230.1658,237.93001,279.14075,266.00006,224.01198,66,151,117,100,76,66
ENSMUSG00000030741,1546.2806,1633.2222,1814.9016,2202.0786,1991.928,2682.2312,230,226,339,243,221,217
ENSMUSG00000046949,475.36496,559.98346,583.518,764.9234,744.20154,976.4478,66,107,114,88,75,105
ENSMUSG00000009281,45.813602,56.375515,131.7096,93.30218,106.6175,226.93544,106,83,72,121,108,91
ENSMUSG00000033632,510.0904,583.7798,737.0372,632.0752,622.263,641.35974,490,938,859,510,446,496
ENSMUSG00000030327,2625.262,3180.9883,3787.7112,3230.5388,3321.1865,3672.962,204,322,686,258,262,247
ENSMUSG00000020848,70.927155,177.28046,244.02148,361.5961,347.8995,597.9808,20,19,46,65,23,54
ENSMUSG00000074746,1825.4569,3413.9172,4412.911,3512.3792,3843.0205,3954.1885,1779,1008,1224,1110,1038,1134
ENSMUSG00000037089,1439.8374,1452.2717,1496.9116,2007.801,2038.182,2534.3325,152,114,168,144,150,120
ENSMUSG00000032513,1491.4869,1619.1553,1767.4088,1681.6064,1708.0736,1779.8143,144,231,192,118,136,118
ENSMUSG00000035199,2416.296,2311.5159,2760.8384,2636.5076,2682.745,3484.405,307,526,567,343,352,298
ENSMUSG00000040447,39.03715,77.02004,99.889885,167.18988,145.18442,320.76968,2,2,18,22,4,12
ENSMUSG00000018932,814.2865,1135.6594,1519.3608,1464.6582,1581.1401,2107.9329,99,139,239,140,117,175
ENSMUSG00000031520,59.801323,54.643623,70.31212,107.04453,108.30389,135.93253,18,60,56,57,32,60
ENSMUSG00000035397,343.99335,468,491.33322,540.12585,591.1667,657.37915,16,18,27,16,18,18
ENSMUSG00000028656,5522.658,6250.1714,7510.745,9222.051,8551.211,10082.565,243,375,477,345,309,313
ENSMUSG00000001016,2029.9987,1909.4052,2275.5073,2340.992,2624.1184,2820.8208,146,193,325,163,162,176
ENSMUSG00000059921,516.12933,845.2867,921.45526,719.8801,840.74506,1083.7269,261,387,446,250,263,273
ENSMUSG00000024384,1736.0054,2222.584,2323.278,2773.4517,2393.1238,2894.1997,180,347,479,346,234,195
ENSMUSG00000027886,39.01521,31.739822,35.519794,56.232677,66.233955,63.876915,423,486,572,504,513,591
ENSMUSG00000027797,169,283.50473,301.6904,940.76263,695.2811,868.46027,32,75,72,177,118,71
ENSMUSG00000020015,761.16864,934.3938,1205.1096,1392.4797,1328.1808,1723.3257,251,448,534,396,365,389
ENSMUSG00000033676,1627.918,2699.8665,2752.598,3072.516,3139.6787,3106.3945,373,648,641,483,419,459
ENSMUSG00000024740,10461.6045,14236.416,15985.858,14886.393,15132.742,17129.914,496,772,1114,559,504,618
ENSMUSG00000078941,2584.1992,1435.5591,1515.4807,1618.283,2781.5845,2929.2686,188,160,141,125,127,152
ENSMUSG00000039246,1371.7501,1258.7306,1243.2755,1929.8884,2033.8511,1948.0319,198,447,389,325,316,299
ENSMUSG00000026384,1467.0933,2852.1396,2874.737,2070.8992,2494.5718,2140.8843,340,564,641,306,300,295
ENSMUSG00000033124,1086.7754,1571.2632,2440.5132,2317.4092,2281.1895,3149.5283,81,234,285,184,190,172
ENSMUSG00000028749,7456.329,8523.543,8647.211,8068.175,9063.306,8259.477,243,253,242,135,197,156
ENSMUSG00000029223,1538.432,1529.0579,1977.3695,3294.3804,3090.1006,4323.1914,34,36,61,65,43,63
ENSMUSG00000025860,1413.2197,2514.082,2896.8943,2180.6023,2739.072,2717.2056,272,629,404,301,315,295
ENSMUSG00000026309,2461.798,2288.2417,2839.3457,3171.7104,2830.2034,3116.4617,667,1221,1081,822,710,648
ENSMUSG00000025873,2757.2554,3554.7776,4194.9507,3846.524,3879.0632,4659.385,394,691,1036,533,434,537
ENSMUSG00000037353,1000.1051,1228.1425,1211.7202,1922.106,1640.2745,2257.5532,207,377,234,268,326,264
ENSMUSG00000022881,115.075836,114.66793,99.85911,129.9353,152.68614,202.0131,8,20,27,12,17,18
ENSMUSG00000028622,1166.7164,1196.0848,1383.1057,1839.3143,1698.5133,1934.9756,442,575,774,570,521,519
ENSMUSG00000058446,3078.6382,4074.2322,4651.1304,3046.9812,3395.1694,3024.6292,165,289,295,120,133,119
ENSMUSG00000035944,506.64932,586.31415,659.75684,899.46045,777.54486,796.26917,56,96,64,64,61,66
ENSMUSG00000059208,6330.7812,6555.3726,7733.7417,8341.659,7518.5083,9273.195,1151,1883,2558,1506,1372,1232
ENSMUSG00000022210,1357.6202,1274.9672,1397.6605,1921.284,1876.7727,1933.2045,468,399,239,382,355,315
ENSMUSG00000038855,6107.257,7329.409,7078.049,5946.852,5889.0596,5279.8145,787,896,760,587,425,306
ENSMUSG00000034290,2907.7068,3833.885,4078.0532,4254.755,4014.735,4749.151,276,491,758,326,380,393
ENSMUSG00000032297,629.67883,633.7611,666.54364,697.8888,672.7982,867.7053,116,159,153,127,93,87
ENSMUSG00000041977,3016.6748,4619.2275,5232.272,4952.2134,4703.6436,4778.454,879,1251,1200,898,797,685
ENSMUSG00000037824,391.80432,556.2802,761.15265,1030.2686,942.85016,1389.4812,40,95,102,122,101,61
ENSMUSG00000085984,27.633614,30.202478,25.743174,61.064796,64.00553,51.085808,8,8,2,11,2,12
ENSMUSG00000055239,2918.7195,3446.1917,4218.0107,4021.4424,4177.8735,4695.9478,431,704,721,420,492,484
ENSMUSG00000038346,1845.4254,2186.5156,2493.4226,2056.7065,2252.7534,2519.298,397,684,499,371,433,230
ENSMUSG00000024878,602.1592,553.9649,674.2878,659.28815,717.29095,779.5719,78,177,214,104,123,100
ENSMUSG00000061778,1111.2369,1444.3752,1381.4908,2029.1879,2170.069,2134.4995,661,840,815,794,725,834
ENSMUSG00000025413,1610.8286,1421.8717,1736.8495,2483.509,2486.7195,2933.9622,261,332,322,314,348,283
ENSMUSG00000032411,958.06116,1552.6992,1340.3545,2400.3018,2036.0453,2639.0664,127,307,256,337,177,254
ENSMUSG00000029175,604.18414,803.0141,935.35785,1215.1819,1146.2831,1347.1907,23,35,26,10,44,30
ENSMUSG00000036983,359.96207,332.3131,447.68927,357.13135,427.3354,427.1859,115,183,179,69,131,112
ENSMUSG00000041592,5140.603,12047.191,13138.18,6657.1274,7082.773,6677.6504,2641,4486,4927,2356,1629,1171
ENSMUSG00000003344,1396.1533,1515.1688,1654.2753,1899.5408,1798.2595,2058.7188,193,275,262,209,188,176
ENSMUSG00000026491,1913.7307,3327.518,3661.078,3257.401,3593.3318,3662.9248,170,382,450,201,272,247
ENSMUSG00000044468,2734.477,3605.6074,3160,3470.875,3465.3884,3237.884,74,130,134,122,59,42
ENSMUSG00000102422,189.43504,245.1217,365.93414,411.2545,488.11346,574.0363,417,679,744,550,739,813
ENSMUSG00000026596,1262.9042,2301.1204,2396.8135,2240.4612,2313.178,2453.0012,351,554,479,427,284,323
ENSMUSG00000051285,3517.0723,4673.481,4819.534,3980.5989,4651.329,3483.5134,221,698,594,313,273,258
ENSMUSG00000021010,46,78,79.72666,127.96802,92.385704,44.15894,1022,1246,738,1029,1108,512
ENSMUSG00000069237,2070.9138,2439.7305,2708.9753,2307.1282,2736.592,2640.8708,74,157,152,89,90,69
ENSMUSG00000029387,971.67456,900.0447,1026.8782,1122.8433,1034.014,1305.5275,194,198,153,159,151,110
ENSMUSG00000027242,299.01764,497.21146,480.67203,515.249,614.08453,612.5597,141,243,313,221,181,182
ENSMUSG00000000884,145.80077,206.43752,203.9867,242.1216,251.68394,281.24295,436,637,634,526,506,456
ENSMUSG00000022476,490.4156,535.8293,521.4336,566.86505,519.25757,634.88214,171,241,443,235,165,169
ENSMUSG00000019998,4289.9316,5092.325,5669.862,6217.305,6809.1143,7620.099,325,953,973,564,717,540
ENSMUSG00000006728,6420.2344,6249.031,6787.845,5459.15,5781.892,5470.6167,147,118,122,66,88,63
ENSMUSG00000022656,3952.7295,4847.3086,6171.734,3537.1982,4455.578,4384.6675,992,1449,1718,743,825,578
ENSMUSG00000022619,5393.427,6923.3237,7315.32,9261.428,8467.081,10226.0625,158,239,238,153,246,164
ENSMUSG00000028212,424.7432,339.24426,347.61472,397.89133,464.75897,627.7432,159,237,328,155,209,210
ENSMUSG00000030254,215.98053,266.15704,349.15222,459.57748,454.18823,539.5766,51,93,196,138,81,134
ENSMUSG00000038024,7319.8506,12349.539,12421.343,8698.557,9595.118,6594.6157,1478,2387,2520,1292,1003,840
ENSMUSG00000031393,2368.652,4961.5117,4757.0757,3664.1528,4521.774,4136.0303,246,730,617,427,314,250
ENSMUSG00000022526,849.5482,993.61444,1043.5444,819.3575,950.6085,868.2771,120,118,131,71,94,52
ENSMUSG00000030733,1871.2179,2094.1682,2373.2527,2475.3132,2290.775,2953.1921,468,487,391,296,384,382
ENSMUSG00000032308,845.53094,992.09973,1152.5116,1130.7671,1116.815,1493.1398,174,260,304,188,165,214
ENSMUSG00000038374,2093.1753,1506.0417,1816.1755,3014.7844,2443.9717,3755.6875,47,34,91,66,46,65
ENSMUSG00000053617,5093.5605,9046.114,8165.8936,6445.184,5911.7446,5628.2476,1456,2376,2223,1448,952,691
ENSMUSG00000024960,635.7111,944.12366,1022.5702,1478.5771,1307.6943,1942.2484,103,106,132,145,97,152
ENSMUSG00000018547,1033.3513,1504.4762,1515.3114,1386.9886,1474.9829,1533.6294,142,278,193,140,160,115
ENSMUSG00000030806,49.999996,82,81.34227,409.78915,400.25165,695.2309,0,2,18,23,18,39
ENSMUSG00000027652,2901.9355,5362.853,5920.0146,5323.879,5493.8105,5057.465,391,721,873,458,472,451
ENSMUSG00000022601,1181.8499,1728.4038,1776.2468,1693.9574,1726.2286,1876.1895,209,523,679,285,356,308
ENSMUSG00000032086,2295.8062,3284.3665,3360.3257,4029.848,3705.86,4312.87,860,1205,1398,951,1028,938
ENSMUSG00000016624,1475.6328,1923.367,2188.0247,1873.5978,1930.8497,1983.2632,514,779,748,417,505,407
ENSMUSG00000059486,1781.3011,2183.96,2464.457,2457.5916,2617.2786,3191.293,108,175,160,125,131,98
ENSMUSG00000038705,1044.3323,1616.8027,1762.285,1568.4159,1466.4556,1985.237,346,664,751,377,413,430
ENSMUSG00000019302,6981.7446,10272.64,11852.046,12186.771,11737.426,13071.041,1472,2941,2929,2010,2022,1721
ENSMUSG00000035078,630.6513,1415.3934,1501.7643,1539.8077,1644.105,1867.134,56,106,170,103,88,99
ENSMUSG00000024659,77.999985,104.72181,98.45784,244.76602,253.61502,273.3182,2,12,24,21,10,29
ENSMUSG00000017713,621.7585,683.0888,615.8031,664.0037,870.9007,920.2827,133,131,109,71,121,114
ENSMUSG00000070639,439.46133,699.1817,817.46265,697.322,774,1196.7996,49,102,149,81,62,102
ENSMUSG00000023092,1319.5194,1652.5167,1370.3989,2095.6443,1831.7097,1946.4521,246,487,466,382,304,299
ENSMUSG00000056268,669.7551,1265.7744,1455.5864,1060.928,1180.1146,1123.9991,345,740,824,381,377,411
ENSMUSG00000066640,910.2273,1323.8899,1454.1567,1241.6755,1316.3956,1476.7258,71,120,110,80,69,57
ENSMUSG00000031156,1187.7836,1415.5363,1705.2949,1440.2096,1525.9933,2008.0819,206,335,491,246,254,222
ENSMUSG00000030304,2100.4268,2303.3933,2658.3289,2248.0544,2784.4902,2531.5251,425,919,1241,579,610,463
ENSMUSG00000034647,2047.339,3646.532,3525.1838,3239.8145,3566.5562,3457.9736,827,1562,1542,1150,917,661
ENSMUSG00000030199,946.85034,1736.7616,2152.4758,1661.4176,2094.977,2489.9927,484,796,738,509,608,533
ENSMUSG00000078776,49.871113,62.925167,72.128784,80.99473,59.66041,74.39346,221,181,161,133,151,153
ENSMUSG00000023088,1173.9427,1812.3185,2259.502,2025.673,2082.7532,2476.206,203,445,444,290,289,264
ENSMUSG00000071528,5298.624,3347.9377,3857.9873,3763.419,4994.3257,4454.3438,300,303,895,262,301,358
ENSMUSG00000045268,275.1734,307.9149,232.0317,291.85052,303.94098,340.91003,36,47,21,18,28,30
ENSMUSG00000026558,4088.9478,4397.2466,6319.094,3379.5571,3665.267,3637.7021,459,702,1016,430,313,227
ENSMUSG00000042834,996.5015,835.4096,986.2781,1054.932,1098.403,950.54877,167,277,201,132,189,121
ENSMUSG00000032306,476.74377,560.46655,610.9356,891.3144,807.49066,1090.69,78,85,64,85,88,75
ENSMUSG00000047767,1260.5552,1347.095,1361.812,1770.3628,1693.6104,2245.75,170,189,179,195,141,154
ENSMUSG00000033022,390.3214,297.79944,350.71304,273.12048,374.8551,397.02057,50,60,51,34,38,29
ENSMUSG00000045934,1039.2955,1986.9174,2014.992,2441.5535,2509.003,2981.3574,413,714,611,581,642,504
ENSMUSG00000032294,33925.508,36040.047,58020.31,35899.36,35220.89,62126.02,3039,4835,6658,2726,3251,3215
ENSMUSG00000010453,1953.9496,2611.947,2669.6245,2751.701,2625.8174,3353.5037,330,549,555,339,379,350
ENSMUSG00000035173,1507.1688,2506.0383,2751.46,2059.782,2538.4583,2497.4026,200,364,380,196,203,217
ENSMUSG00000029458,1762.1222,2083.2087,2248.9653,2301.4685,2345.4915,2822.5186,187,331,299,217,205,195
ENSMUSG00000029147,3492.7979,3689.7537,4386.849,4663.3765,4087.2983,4963.6123,212,286,328,182,215,212
ENSMUSG00000022201,5640.276,7623.2656,8253.678,7215.638,7693.1973,8342.898,1548,3090,3802,1822,1984,1718
ENSMUSG00000000538,3226.686,4554.66,4439.0615,4414.809,4467.334,5289.952,1312,2036,1937,1326,1322,1182
ENSMUSG00000074283,61.916103,141.39784,151.14606,114.50648,159.3627,214.67004,18,28,43,26,22,28
ENSMUSG00000037325,939.3963,1044.5122,987.5357,1085.1526,1122.7587,1215.296,239,353,328,194,231,232
ENSMUSG00000027514,60.62252,254.70213,351.91763,749.60144,1326.0632,4066.1953,13,31,52,48,133,344
ENSMUSG00000014867,17234.143,20614.3,26072.105,16545.963,18677.783,19328.816,318,514,689,232,324,242
ENSMUSG00000056014,574.7349,712.9155,716.5563,921.03296,1111.2637,1283.8884,151,253,165,163,216,210
ENSMUSG00000018398,1165.6575,1725.7239,1881.2462,2267.045,1990.6423,2619.094,200,300,327,251,263,232
ENSMUSG00000024847,1802.9122,1693.6252,1839.8888,3823.4006,3105.1228,4014.7698,165,208,302,247,247,350
ENSMUSG00000030201,2293.0796,4140.8613,4740.107,3725.043,3986.3174,4481.1494,329,487,616,329,349,306
ENSMUSG00000031521,4336.9297,4250.274,4763.78,4758.279,5089.019,4890.4756,295,342,214,170,279,163
ENSMUSG00000079610,476.56186,534.12506,556.25464,501.1497,541.1364,396.2783,81,71,64,51,43,37
ENSMUSG00000021109,2618.3777,4142.7324,4624.6357,4509.2114,5593.9414,5715.5273,170,429,916,172,370,677
ENSMUSG00000031982,145.60461,195.09344,204.38123,225.2135,265.37662,260.02402,293,513,438,374,361,334
ENSMUSG00000027536,1228.9884,2525.7625,2222.7947,4179.767,4105.717,4169.1963,570,803,705,892,893,1000
ENSMUSG00000036622,2049.789,2349.4,2130.7546,2552.6748,2607.2766,2792.849,168,177,216,142,127,161
ENSMUSG00000029405,5192.7656,6288.8525,7313.762,6605.6284,7389.0312,8439.927,310,427,742,345,388,344
ENSMUSG00000032119,293.14062,507.25784,488.41803,478.64905,457.25275,496.2808,111,179,131,92,104,102
ENSMUSG00000026313,1086.8693,1541.0393,1869.4359,1132.1702,1351.3652,1327.5208,430,716,944,404,389,304
ENSMUSG00000049420,28.788078,52.168873,50.5,58.5,103,103.826904,34,56,56,30,71,82
ENSMUSG00000024548,770.2109,1560.7593,1779.4956,1248.8566,1353.4869,1498.4452,872,1242,1336,795,682,728
ENSMUSG00000024937,216.51001,311.5285,272.4488,485.02362,439.48193,606.5765,23,45,29,41,32,42
ENSMUSG00000028382,8754.019,14720.87,15836.544,12693.552,14570.526,12855.99,740,1698,1718,785,1024,800
ENSMUSG00000038150,2340.144,2679.9065,2974.8865,2592.173,2639.8198,3698.3972,56,30,37,28,28,36
ENSMUSG00000029452,99.53712,112.78707,149.92834,200.15443,178.29025,228.4231,415,498,599,560,522,521
ENSMUSG00000062604,5984.343,6909.913,7079.151,9641.685,8177.911,8304.175,1389,2296,2158,1860,1643,1259
ENSMUSG00000020175,1340.082,1688.801,1624.5594,1894.7002,1664.0691,1574.0084,275,467,465,303,253,270
ENSMUSG00000039648,670.69617,775.5999,806.87115,1457.4849,1237.1198,1335.3289,475,723,582,734,696,580
ENSMUSG00000020594,5059.597,7875.135,9013.1875,6828.068,7894.239,7954.213,363,856,1019,460,521,423
ENSMUSG00000063383,436.80447,375.99997,375.34503,504.6094,526.63446,575.5087,25,48,23,17,37,26
ENSMUSG00000026478,1640.4761,2765.1152,3625.315,3593.7668,3695.7515,4288.173,176,341,377,287,300,218
ENSMUSG00000007892,16686.154,11476.359,13924.677,10055.301,12452.815,11580.333,28,25,16,8,16,12
ENSMUSG00000028402,922.7099,1802.3575,1891.7013,2023.9832,1869.192,2098.081,182,471,514,302,322,300
ENSMUSG00000027994,357.63165,410.3213,751.1654,728.66693,714.17126,1628.6637,49,67,131,120,84,100
ENSMUSG00000090223,259.31387,130.69852,82.47168,911.29034,693.8985,390.38205,18,8,4,30,30,25
ENSMUSG00000041343,153.0413,219.11845,182.72147,368.98935,357.13666,456.39575,210,187,192,263,252,300
ENSMUSG00000061451,264,256.4392,337.7445,1037.653,648.5206,1287.6617,16,27,26,47,45,55
ENSMUSG00000026972,938.18506,1073.7998,1167.6903,1703.8125,1444.516,1699.699,149,247,249,171,235,202
ENSMUSG00000036503,1742.2941,2113.8975,2250.3123,1989.2417,2576.904,2624.4685,172,284,325,198,203,165
ENSMUSG00000021703,1802.2418,2969.1272,3251.3442,4901.937,4377.766,6744.352,181,486,463,405,459,497
ENSMUSG00000031148,1326.3447,1443.5269,1614.565,1955.9463,1904.4009,2097.5864,94,156,186,102,145,116
ENSMUSG00000022095,1002.0278,1178.9465,1377.917,1661.373,1490.6327,2311.3074,161,279,325,225,257,234
ENSMUSG00000032392,927.7603,1041.971,1071.5216,1638.9427,1492.9747,1795.9363,276,441,296,330,317,384
ENSMUSG00000009112,1574.2565,2433.7712,2699.8438,2402.7334,2589.8394,3004.506,114,215,259,160,153,119
ENSMUSG00000037426,991.9259,1435.9093,1430.6948,1735.754,1621.8016,1852.5176,257,496,406,347,313,313
ENSMUSG00000021275,848.92163,1215.1908,1338.6423,1128.0166,1323.8345,1220.0944,322,491,546,314,272,334
ENSMUSG00000053604,1620.7937,1297.8998,1389.2354,1747.2476,1775.4434,1977.0776,364,493,675,410,373,401
ENSMUSG00000004364,5543.636,6518.0283,7612.9834,7242.646,7392.4624,7258.7695,300,555,806,456,305,359
ENSMUSG00000028121,105.02914,159.15553,196.85521,293.20007,260.8291,287.7068,128,217,174,261,168,175
ENSMUSG00000026782,1182.3735,2009.4192,2336.3064,2404.5068,2367.1514,2578.1404,198,380,387,283,255,264
ENSMUSG00000020171,1580.1561,1561.0686,1780.3641,1594.1736,1713.0525,2066.0762,129,152,156,90,132,79
ENSMUSG00000028182,141.27988,159.64963,95.51355,136.99997,198.54956,144.60458,99,152,173,110,92,110
ENSMUSG00000033857,176.31998,257.44574,287.89484,427.1726,322.7193,465.1869,29,68,76,74,68,36
ENSMUSG00000022559,820.98,812.3971,870.02,986.90424,987.67816,1098.4492,217,254,225,137,216,190
ENSMUSG00000087575,235.37537,238.08386,288.69077,243.7981,263.97226,365.1217,66,59,61,68,37,33
ENSMUSG00000055471,84.54639,275.34995,411.6156,273.25348,224.85326,270.55444,242,545,590,330,294,250
ENSMUSG00000028030,1014.4515,1593.9166,1750.0677,1537.183,1541.2197,1671.9111,320,477,463,281,293,298
ENSMUSG00000032590,1788.0242,1721.3611,1930.1589,2935.357,2938.879,3526.7913,64,76,98,75,87,93
ENSMUSG00000019961,3574.7214,4547.482,5559.1357,3906.936,4448.299,4575.52,720,1568,1319,559,902,641
ENSMUSG00000001018,1474.6642,1431.965,1668.9326,1975.4551,2103.3022,2248.96,45,49,68,27,65,48
ENSMUSG00000066735,2366.4963,3197.8599,3413.8645,2365.397,2970.5833,2961.3628,376,795,814,436,372,314
ENSMUSG00000049112,921.4884,1236.7485,1784.5988,1092.139,1435.7986,1669.7594,64,92,98,52,55,64
ENSMUSG00000056260,1067.8542,1203.6364,1219.3395,1123.3458,1237.7717,1204.3964,165,492,453,231,209,233
ENSMUSG00000025878,1628.048,1596.784,1737.134,2001.1145,2176.9626,2136.0657,806,1322,1219,1057,858,724
ENSMUSG00000033020,884.6149,758.6354,956.84735,1248.4822,1110.4689,1492.2185,168,178,239,159,161,220
ENSMUSG00000037857,1655.5001,2590.9385,3051.297,2422.0515,2598.7458,3445.7102,1135,1295,1168,758,1003,961
ENSMUSG00000028245,2177.8074,3021.2986,2966.849,3378.8594,3491.4324,3295.2124,1068,1727,1764,1346,1149,1058
ENSMUSG00000032905,1011.62286,959.6306,1017.0595,1037.3889,1225.252,1581.7064,78,199,235,131,133,122
ENSMUSG00000026447,81.62438,156.71642,163.31741,271.11227,156.21848,243.77872,32,43,43,66,24,37
ENSMUSG00000019979,341.70346,531.67395,749.4222,675.6545,694.0772,1162.1028,138,257,326,196,198,295
ENSMUSG00000057672,1416.7833,2635.3423,3110.4507,2678.2188,2733.368,3285.7737,488,841,827,521,607,528
ENSMUSG00000053510,7132.1016,8460.064,10182.231,9364.377,9205.742,9554.493,890,1401,1566,872,933,820
ENSMUSG00000091537,4187.036,2993.8845,3524.1985,3083.4575,3271.582,3169.6946,129,102,133,85,58,64
ENSMUSG00000031608,518.29285,756.51624,1098.009,814.1582,864.67126,1066.9479,242,475,621,331,333,290
ENSMUSG00000064373,16915.648,15803.147,15906.343,25606.857,23077.203,29708.535,254,449,313,287,398,323
ENSMUSG00000034329,35.912163,72,54.8302,95.165565,46.218533,68.99999,12,22,12,14,16,8
ENSMUSG00000026270,1138.0205,1182.5887,1199.5828,1229.8367,1267.6285,1413.283,174,215,240,139,157,141
ENSMUSG00000041272,751.24634,892.4521,1091.1378,923.851,821.23724,1049.7467,394,547,534,366,305,284
ENSMUSG00000029330,1157.6702,1493.7896,1483.2363,3057.0732,2370.131,2319.3826,191,572,504,495,597,341
ENSMUSG00000034930,177.18967,174.59952,189.46243,326.7404,371.55704,678.574,75,98,118,127,155,169
ENSMUSG00000030816,2519.4353,2905.366,3131.785,3795.5444,3322.973,4354.099,237,404,615,402,296,318
ENSMUSG00000062078,851.6295,1498.5693,1765.5139,1412.6787,1489.9213,1532.5264,118,315,275,139,155,176
ENSMUSG00000020900,1728.9492,2485.7659,2664.0947,2561.6514,2427.0469,2721.8867,249,369,453,283,251,218
ENSMUSG00000034187,3102.4075,3860.0505,4782.321,5105.269,4526.5366,5101.941,739,1142,1267,903,796,779
ENSMUSG00000021774,1718.0629,1594.1112,1779.7606,1744.8301,2014.4862,2000.818,289,587,743,423,295,375
ENSMUSG00000028273,1155.6029,1649.1779,1965.9854,1904.1299,2000.528,2463.876,103,330,442,239,247,205
ENSMUSG00000037242,5437.3193,8887.971,9811.833,8292.271,9845.712,11166.836,332,636,720,430,383,452
ENSMUSG00000063952,2165.6611,3194.1492,3495.6936,4030.902,3783.9646,4244.76,336,586,563,449,411,408
ENSMUSG00000010025,2886.3418,3795.7734,3874.7158,5184.244,5205.4663,5959.9717,234,452,503,342,432,352
ENSMUSG00000053581,970.0562,1518.5316,1918.3169,1850.0032,1664.5928,2465.3958,119,264,488,215,241,249
ENSMUSG00000034023,22.27483,69.11444,58.495148,70.159775,33.994568,68.64632,23,17,21,16,19,12
ENSMUSG00000022792,527.80554,534.5221,529.3938,650.23425,632.3752,920.4328,20,26,16,11,20,23
ENSMUSG00000038914,2176.9866,3417.2854,3607.873,3080.1973,3202.3218,3275.881,350,554,750,369,382,319
ENSMUSG00000027822,4035.3772,4521.7896,5141.1,4226.4653,4580.9307,4181.207,488,1294,1638,598,769,561
ENSMUSG00000090069,62.060993,48.95512,47.630108,74.25867,74.53276,90.76398,415,393,388,378,420,356
ENSMUSG00000045763,684.6776,737.3261,1043.9745,946.0019,1394.8413,1753.5507,34,66,46,44,61,46
ENSMUSG00000004864,126.19156,204.56816,238.27985,249.96442,263.55515,643.87775,12,26,59,19,23,72
ENSMUSG00000028282,519.3345,882.0593,1014.51733,1014.6134,1065.6865,1221.9069,46,129,133,82,93,82
ENSMUSG00000035726,3063.3938,3823.0583,4239.328,4363.936,4732.277,5338.8994,193,308,315,195,209,255
ENSMUSG00000029726,1673.1938,1688.9176,1556.3083,1885.4196,1866.3044,2540.9888,88,77,57,55,56,74
ENSMUSG00000024759,2393.4858,3906.462,4371.115,3479.0645,4595.6724,4722.0884,108,321,341,175,215,168
ENSMUSG00000055320,1861.2644,3824.4094,3716.09,4234.015,4144.9966,3925.553,785,1393,1290,1200,849,844
ENSMUSG00000033419,846.86304,1046.7454,1146.3632,1688.1125,1608.6318,1573.0992,208,517,466,386,448,331
ENSMUSG00000002205,1430.3091,1478.2084,1762.5967,1862.1482,1948.6029,2382.2876,266,371,363,230,313,288
