Gene_ID,Ex.Control_1,Ex.Control_2,Ex.Control_3,Ex.KO_1,Ex.KO_2,Ex.KO_3,In.Control_1,In.Control_2,In.Control_3,In.KO_1,In.KO_2,In.KO_3
ENSMUSG00000025909,503.69443,557.3484,572.3191,750.9138,617.78876,612.6902,1475,2085,1931,1086,1115,906
ENSMUSG00000030321,39.500004,28.801134,35.068787,134.51651,106.125244,160.1251,26,67,89,87,88,128
ENSMUSG00000040964,523.4636,566.5934,593.17706,1775.6951,1366.9348,2476.3127,218,342,425,540,359,568
ENSMUSG00000097431,442.88892,571.1948,668.5615,555.3142,661.30005,614.46844,82,284,190,79,123,68
ENSMUSG00000004937,2628.8677,2882.454,3244.912,4611.3403,3995.0044,5593.4365,182,221,137,103,197,119
ENSMUSG00000018569,2480.1548,2869.4512,3936.6294,4006.4695,4440.6,7442.6997,61,46,68,32,40,70
ENSMUSG00000003234,2426.9028,2778.3481,2966.2644,4098.7905,4031.7622,4938.1357,169,196,243,164,149,138
ENSMUSG00000040888,566.88104,574.6799,599.6618,807.45435,751.5282,1155.0808,79,57,68,43,55,54
ENSMUSG00000002108,297.67682,404.15436,376.60678,794.20276,519.984,705.7102,145,149,150,174,112,112
ENSMUSG00000000301,162.26958,134.21165,107.31541,179.91963,223.5126,238.94633,104,144,108,90,113,56
ENSMUSG00000054604,1852.3572,2826.147,3079.442,2622.8816,3132.1733,3408.4802,38,37,34,18,11,33
ENSMUSG00000041308,259.99048,599.8869,763.5568,642.06714,638.7772,819.23846,199,251,309,141,171,157
ENSMUSG00000003527,553.68884,593.18365,715.07477,1102.0361,1043.9451,1287.7162,73,123,219,107,117,115
ENSMUSG00000036641,231.34114,200.71645,188.70757,414.98807,347.14728,388.69434,325,438,367,379,321,268
ENSMUSG00000020238,2116.5664,2627.095,3120.2424,3437.4648,3499.6863,4636.3926,171,250,232,132,158,156
ENSMUSG00000025130,31009.994,38342.06,56100.004,34217.88,36988.79,50271.957,579,937,882,260,456,361
ENSMUSG00000023122,497.85156,481.40558,390.98972,393.71802,452.31705,141.9934,48,91,45,18,32,12
ENSMUSG00000047777,647.36707,759.7618,889.3434,996.8683,1072.8657,1718.9071,24,22,34,10,23,28
ENSMUSG00000037275,620.22284,858.0086,957.40875,1455.3997,1357.27,1852.068,72,173,114,94,116,103
ENSMUSG00000015357,2539.231,3050.8323,3641.0288,3613.2302,4095.583,5265.8896,620,811,869,509,529,467
ENSMUSG00000041912,808.911,896.97656,1009.31995,1235.2333,1131.5165,1312.1682,142,171,128,78,123,84
ENSMUSG00000037851,3646.2634,5458.636,5722.627,7511.934,7246.886,8025.8867,485,782,1058,550,576,506
ENSMUSG00000038784,1074.2994,1313.7052,1270.8239,1790.2563,1525.5011,2003.6688,343,754,677,463,371,323
ENSMUSG00000070000,195.9962,265.9342,303.67206,592.77905,430.1412,810.23206,28,27,38,31,23,50
ENSMUSG00000026727,1079.0051,1086.0043,1221.9263,2377.3198,2084.8276,2760.9849,123,210,134,164,145,151
ENSMUSG00000032064,828.4772,1020.3217,928.49774,2447.5305,1932.4059,2038.4922,616,774,614,818,766,623
ENSMUSG00000044763,974.4657,770,888,1070.2756,1299.0825,1586.7123,18,18,18,14,22,2
ENSMUSG00000025868,1735.8188,1518.528,1694.2913,2407.5542,2146.8984,2755.1506,13,16,7,8,8,9
ENSMUSG00000020225,2858.5222,2523.863,3019.7048,4048.4502,4541.0293,5920.234,487,756,1052,656,594,515
ENSMUSG00000031660,1330.7897,1477.5406,1574.3512,2518.0188,2176.346,2951.4216,150,268,339,247,175,170
ENSMUSG00000031349,646.95,721.2011,942.1161,1108.9185,929.5198,819.2665,68,140,115,41,110,34
ENSMUSG00000030335,1253.4268,1123.1115,1329.5103,1734.7311,1607.2649,2069.8813,14,4,15,7,6,10
ENSMUSG00000006095,2045.1311,1761.5928,2224.7266,2853.7388,2816.2952,3246.6426,172,154,144,114,126,95
ENSMUSG00000045009,170,183.90727,195.42268,541.3459,404.6328,757.2943,0,24,4,4,9,23
ENSMUSG00000022889,1151.8671,882.3858,875.2966,1897.0468,1754.774,2370.729,209,323,339,272,275,257
ENSMUSG00000106744,904.34296,1057.026,1007.6544,1683.3281,1709.8695,2295.8196,239,318,423,217,305,330
ENSMUSG00000028114,876.0888,719.48535,778.72314,1041.1473,1020.2553,1214.6813,39,71,131,37,63,44
ENSMUSG00000003546,818.14026,884.6037,908.2736,2066.3533,1780.6016,2581.1348,160,309,210,248,269,245
ENSMUSG00000034731,163.46178,543.6274,480.01932,506.19803,442.27942,726.9445,368,528,577,368,285,332
ENSMUSG00000041263,1080.278,1209.9497,1397.5753,1270.3518,1297.167,1569.2223,126,164,181,69,84,92
ENSMUSG00000043993,429.61908,329.65497,337.7158,568.0124,561.1177,555.6562,10,14,15,9,6,12
ENSMUSG00000020321,12404.852,10314.217,11639.251,12523.63,15153.141,15355.08,379,553,1164,428,353,366
ENSMUSG00000056209,676.8094,474.06485,531.8641,543.2021,594.55646,622.16907,10,7,24,2,13,4
ENSMUSG00000022234,6615.793,6097.952,7094.252,8821.939,8598.442,10359.579,214,308,293,151,201,174
ENSMUSG00000024579,544.3816,633.4347,630.55927,996.6556,817.1539,992.46576,132,171,128,105,137,76
ENSMUSG00000015759,2271.15,2047.0663,2840.3906,2130.4233,2542.7996,2390.7666,96,90,132,58,42,48
ENSMUSG00000052516,4484.0884,6409.538,6440.4155,7776.715,6880.4365,6832.2407,2151,3138,2760,1767,1601,1365
ENSMUSG00000022300,1704.638,1366.2137,1365.7814,2217.228,2218.8525,2699.1904,301,528,610,325,369,329
ENSMUSG00000001288,684.76776,803.5146,785.51324,1294.1212,1277.3744,1754.8167,118,182,154,114,148,136
ENSMUSG00000041679,134.112,197.2885,194.34392,346.15945,276.84473,410.05826,233,294,237,266,228,222
ENSMUSG00000029273,922.0249,706.75287,624.42224,931.0211,1012.51776,911.8196,33,21,13,14,16,12
ENSMUSG00000019734,3607.8809,4166.3174,5058.876,7855.16,6868.3525,9581.819,480,530,548,431,462,510
ENSMUSG00000041408,3003.1475,4019.8655,5094.8267,5252.8037,5411.6846,6115.4204,459,816,1087,461,532,498
ENSMUSG00000097761,24.50204,47.127945,30.53369,54.363632,56.065662,58.019333,18,38,30,22,21,22
ENSMUSG00000025198,823.3008,1212.6805,1227.7764,1504.4377,1545.548,1615.1244,103,105,97,54,96,62
ENSMUSG00000027860,142,224.40398,373.6465,566.5381,443.26706,846.0887,12,22,28,21,22,29
ENSMUSG00000034480,534.84515,1230.8016,1310.8389,1227.3474,1269.656,1227.2035,399,690,550,351,327,273
ENSMUSG00000031561,1702.9872,3272.0925,3292.678,3714.1475,2940.8914,2968.8652,565,1048,863,520,447,396
ENSMUSG00000025224,6203.0376,9507.558,10638.069,10371.423,9600.388,10719.381,1572,2438,2570,1345,1171,1080
ENSMUSG00000075701,4748.167,4329.793,5277.073,4735.9185,4886.741,5839.2446,508,680,915,373,330,330
ENSMUSG00000035623,2068.896,3140.9917,3585.8323,3724.9983,3652.0703,4243.081,434,653,646,384,347,347
ENSMUSG00000022538,1455.4468,1434.2552,1769.8492,1972.4894,1891.2336,2358.8025,283,285,450,218,214,201
ENSMUSG00000039611,675.48346,703.318,670.18835,1871.7554,1272.6967,2255.974,38,60,80,75,58,77
ENSMUSG00000060594,18,47.9854,67.36643,100.00002,117.086685,86.89846,6,16,17,11,22,9
ENSMUSG00000026172,579.89185,552.42737,633.6134,865.2107,843.4316,1167.8541,112,106,115,63,104,90
ENSMUSG00000053754,3078.0068,5071.695,5849.185,6579.9097,6348.587,7636.56,424,693,656,388,467,371
ENSMUSG00000005312,4353.077,5512.789,6743.577,7952.6387,7573.175,8809.244,297,496,776,386,341,316
ENSMUSG00000043168,54.566975,67.52814,70.723015,80.492035,98.529816,48.799484,23,10,15,4,17,8
ENSMUSG00000053644,1387.8154,1340.2476,1861.1525,3422.9468,3063.1516,4633.4424,220,350,549,380,384,450
ENSMUSG00000004500,833.7475,1202.7275,1126.9128,799.33417,940.12445,937.7209,19,24,10,10,12,0
ENSMUSG00000021203,611.14,912.96564,862.22485,979.07104,997.7697,1227.3628,88,138,111,79,94,40
ENSMUSG00000028927,63.51704,66.74923,52.429325,117.34616,110.40554,137.21547,28,52,30,47,28,26
ENSMUSG00000020115,1411.6189,1638.892,1780.5236,2635.6333,2561.8655,3348.304,845,1308,1745,969,1108,1051
ENSMUSG00000028329,430.11734,365.83356,437.2418,950.36523,757.8896,1041.2208,2480,2720,3193,2752,2949,3044
ENSMUSG00000024091,4518.821,4051.7932,5218.9497,5856.0757,5588.219,6768.3633,279,492,461,163,324,254
ENSMUSG00000025384,785.111,954.894,976.75464,1326.8168,1335.2285,1724.7482,41,41,57,20,43,42
ENSMUSG00000025184,761.8881,924.109,845.6282,1037.2943,1191.7424,1551.9874,147,244,228,125,156,141
ENSMUSG00000027695,285.15665,463.6993,616.75696,1531.1259,1329.1008,2248.624,134,156,188,221,266,362
ENSMUSG00000064326,574.5985,494.09814,477.70367,372.1087,495.8779,405.13995,84,74,55,39,37,10
ENSMUSG00000069662,2297.6763,3151.383,3679.3994,7248.2866,7111.628,9001.436,20,19,38,22,32,38
ENSMUSG00000023904,1814.3527,1642.0763,1938.4236,3962.7747,2968.0005,5120.1504,52,40,49,44,41,65
ENSMUSG00000022325,166.19856,299.54272,261.96246,390.1806,343.41187,481.75143,67,147,119,93,99,64
ENSMUSG00000024991,10394.315,13073.376,14523.677,17957.758,16119.403,19485.371,479,573,962,388,508,417
ENSMUSG00000030689,1003.55865,1154.4548,1521.5127,1544.7512,1508.3323,1762.7947,464,588,620,337,365,336
ENSMUSG00000005514,6266.4604,7950.225,9443.239,15703.691,13313.996,19371.482,728,910,830,994,739,682
ENSMUSG00000034472,381.6508,641.2128,714.5699,4889.5366,3582.7139,7116.793,17,14,29,85,77,92
ENSMUSG00000030681,4007.1877,4895.3784,6543.987,7946.9614,8329.045,11399.657,303,401,370,310,272,331
ENSMUSG00000016128,1125.0273,1745.3983,1947.8812,2239.6755,2204.073,2651.6626,496,892,949,577,552,467
ENSMUSG00000040990,975.50714,1144.8291,1275.7367,1577.4418,1330.0112,1562.4008,313,397,389,268,234,186
ENSMUSG00000032066,49.43237,59.81033,49.57386,229.92137,187.97722,231.83185,21,21,28,40,31,63
ENSMUSG00000029920,1460.6694,1865.3235,2020.3335,2746.1592,2573.11,3119.2222,216,388,403,232,267,232
ENSMUSG00000026198,254.0226,319.58798,341.80267,588.9866,571.28156,587.94366,24,49,72,60,26,39
ENSMUSG00000031616,121.77027,241.39429,418.30862,434.30093,478.60703,492.6482,36,62,106,58,82,33
ENSMUSG00000043065,507.85107,584.3257,590.48676,828.8543,785.54315,933.8325,121,255,193,118,146,130
ENSMUSG00000073079,2932.449,3212.3955,3772.626,3268.8545,3130.1716,3950.8118,163,283,309,125,103,132
ENSMUSG00000034427,1086.5874,1725.6118,1909.8434,3294.5664,2602.4507,4304.5083,96,176,213,152,148,180
ENSMUSG00000022742,1434.5004,1828.3856,1956.7349,2236.0508,2087.8684,2763.0537,138,274,238,112,199,95
ENSMUSG00000026753,3433.215,3694.0295,4214.8735,3636.8093,4215.2227,4476.8164,186,333,345,169,153,109
ENSMUSG00000019814,905.41455,916.8506,1118.3336,1277.5505,1360.7637,1760.7914,106,159,228,97,119,119
ENSMUSG00000021113,762.51483,881.12946,988.8309,1293.3055,1219.253,1747.9464,193,209,253,130,209,162
ENSMUSG00000029723,1484.7462,1619.6611,1977.9502,2483.5513,2293.359,3418.8652,162,199,133,104,162,118
ENSMUSG00000032121,1092.5345,982.0359,1082.3396,1410.5282,1448.6854,1517.592,63,149,130,83,63,67
ENSMUSG00000019905,107.91151,126.53506,142.709,242.7707,210.47221,294.25867,18,25,29,11,22,33
ENSMUSG00000062444,6100.7285,8385.543,8790.282,10789.142,9955.048,11538.895,1911,2999,2441,1540,1783,1509
ENSMUSG00000035325,13041.18,17744.578,20318.61,20803.389,18309.098,20785.771,1809,3671,3770,1606,2051,1340
ENSMUSG00000024357,2905.8809,3352.5889,3441.515,4724.33,4247.62,4759.4243,1467,1923,2014,1329,1246,1037
ENSMUSG00000036395,2506.259,2588.4197,2284.805,3623.6094,2998.6316,3582.3735,468,731,580,428,390,326
ENSMUSG00000020415,427.86707,403.57022,443.9324,591.08246,656.344,932.4028,30,38,45,40,23,26
ENSMUSG00000026121,391.10272,591.4607,738.054,638.0984,723.2886,965.24725,54,110,133,56,66,62
ENSMUSG00000040774,884.33514,935.45984,959.71405,1233.1295,1464.0922,1739.7933,310,937,794,483,573,384
